id,Question,A,B,C,D
117,"Ma mère a subi une insuffisance hépatique complète il n'y a pas très longtemps, et on lui a diagnostiqué un diabète de type II il y a environ 10 ans. L'insuffisance hépatique pourrait-elle avoir été causée par le diabète ?","Non, le diabète ne touche que le pancréas et le cœur, pas le foie.","Oui, le diabète surcharge le foie en sucre, ce qui le fait défaillir.","Le diabète ralentit la circulation sanguine, ce qui peut endommager le foie avec le temps.",L'insuffisance hépatique peut être causée par le diabète de type 2 dans certains cas. Le diabète de type 2 provoque une insulinorésistance qui affecte la fonction hépatique et peut entraîner une st...
118,Est-il possible que le diabète de type II soit en réalité un diabè te de type I qui n'a pas été diagnostiqué pendant des décennies ?,"C'est possible, si le pancréas produisait encore un peu d'insuline pendant des années avant de s'arrêter.","Non, il n'est pas possible que le diabète de type II soit en réalité un diabète de type I qui n'a pas été diagnostiqué pendant des décennies. Le diabète de type I et le diabète de type II sont deux...","Cela dépend de la gravité; si le diabète de type I est très léger, il peut ressembler au type II au début.","Oui, le diabète de type II peut être un type I non détecté depuis longtemps car les symptômes sont similaires."
119,Peut-on guérir complètement le diabète de type II ?,On peut guérir le diabète de type 2 avec des remèdes naturels comme des herbes ou des compléments alimentaires.,"Oui, on peut guérir le diabète de type 2 en prenant des médicaments tous les jours.","Il n'existe pas de traitement définitif pour guérir du diabète de type 2, mais il est possible d'obtenir une rémission complète et durable en modifiant ses habitudes de vie. Cependant, il faut agir...",Le diabète de type 2 disparaît tout seul avec le temps si on mange moins de sucre.
120,Est-ce que le fait d'être diabétique signifie que je suis plus exposé à d'autres problèmes médicaux ?,"Non, le diabète est juste un problème de glycémie, il n'affecte pas les autres parties du corps.","Seulement si je prends de l'insuline, car l'insuline a beaucoup d'effets secondaires.","Peut-être, mais seulement si je mange beaucoup de sucre ou si je suis en surpoids.","Oui, le diabète peut entraîner des complications médicales s’il n'est pas bien contrôlé. Ces complications peuvent être aiguës, comme l'hypoglycémie, l'acidocétose ou l'état hyperosmolaire hypergly..."
121,À quelle fréquence dois-je mesurer ma glycémie et que dois-je faire si elle est trop élevée ou trop basse ?,La fréquence de mesure de la glycémie dépend du type de diabète et du traitement. Elle est recommandée au moins quatre fois par jour pour les personnes diabétiques de type 1 et variable pour les pe...,"Je dois toujours mesurer ma glycémie avant chaque repas, et si elle est trop haute, je peux simplement boire beaucoup d'eau pour la faire baisser.","Je peux mesurer ma glycémie une fois par semaine si je me sens bien, et je n'ai rien à faire si elle est un peu haute ou basse.","La fréquence de mesure ne dépend pas du type de diabète, et si ma glycémie est trop basse, je dois prendre plus d'insuline."
122,Existe-t-il de nouveaux médicaments que je pourrais utiliser pour gérer mon diabète ?,"Oui, il existe de nouvelles pilules qui peuvent guérir complètement le diabète, il suffit d'en prendre une par jour.",Il y a une nouvelle crème à appliquer sur la peau qui fait baisser la glycémie instantanément.,"Il existe de nouveaux médicaments pour le diabète de type 2 qui peuvent stimuler la sécrétion d'insuline, réduire le poids et améliorer le contrôle de la glycémie. Par exemple, le tirzépatide, le L...",Ils ont développé un nouveau régime alimentaire très strict qui remplace le besoin de médicaments pour le diabète.
123,Le diabète entraîne-t-il toujours des complications au niveau des membres avec l'âge ?,"Non, les complications des membres ne touchent que les personnes atteintes de diabète de type 1.",Il augmente le risque d'artériopathie des membres inférieurs . Il s'agit d'une atteinte des gros vaisseaux sanguins qui peut provoquer une mauvaise irrigation des jambes et des pieds.,"Le diabète affaiblit les muscles des jambes, ce qui entraîne des difficultés à marcher avec l'âge.","Oui, le diabète cause toujours des problèmes de circulation qui nécessitent l'amputation des jambes avec le temps."
124,Le diabète provoque-t-il directement ou augmente-t-il le risque d' autres maladies graves ?,"Le diabète n'est dangereux que si vous mangez beaucoup de sucre, sinon il n'y a pas de risque de complications.","Le diabète n'affecte que la glycémie, il n'a pas d'impact sur d'autres organes du corps.","Le diabète peut provoquer directement ou augmenter le risque d'autres maladies graves, notamment des maladies cardiovasculaires, rénales, nerveuses et oculaires    . Le diabète endommage les vaisse...","Le diabète ne provoque pas de maladies graves, il rend juste les gens plus fatigués."
125,Existe-t-il une prédisposition génétique au diabète ? Ou s'agit-il uniquement d'une question de régime alimentaire ?,"Le diabète est toujours causé par une mauvaise alimentation, la génétique n'y joue aucun rôle.","Il existe une prédisposition génétique au diabète de type 2, surtout si un parent proche est ou a été atteint de cette maladie. Mais le facteur génétique ne suffit pas.","Le diabète est uniquement une maladie héréditaire, la façon dont vous vivez n'a pas d'influence.","Seuls les personnes obèses peuvent développer le diabète, donc la génétique est sans importance."
126,"Le diabète sera-t-il un jour ""guéri"" ?",Il existe déjà un vaccin qui permet de guérir le diabète de type 1.,"Oui, la plupart des cas de diabète peuvent être guéris avec des remèdes naturels ou des compléments alimentaires.",Le diabète disparaît généralement de lui-même après quelques années si l'on fait attention à son alimentation.,"Le diabète est une maladie chronique qui ne peut pas être guérie complètement, mais qui peut être contrôlée par des médicaments, des régimes alimentaires ou des chirurgies . Certains cas de diabète..."
127,Existe-t-il des remèdes naturels contre le diabète qui se soient révélés prometteurs ? ,Boire uniquement de l'eau et des jus de fruits frais peut inverser le diabète.,Le diabète peut être guéri en arrêtant complètement de manger pendant quelques jours.,"Il existe des remèdes naturels contre le diabète qui se sont révélés prometteurs, tels que la berbérine, le melon amer , la cannelle de Ceylan , le curcuma , le poivre noir, le gingembre, le ginsen...",Manger beaucoup de sucre peut guérir le diabète en habituant le corps à de grandes quantités.
128,"Le diabète est-il guérissable ? En d'autres termes, peut-on se débarrasser complètement du diabète sans qu'il n'y ait d'effets persistant s ? Ou s'agit-il d'une maladie avec laquelle il faut vivre ?","Le diabète n'est pas une vraie maladie, c'est juste un problème de glycémie qui se règle facilement.","Oui, il suffit de manger moins de sucre et le diabète disparaît.",Le diabète se soigne complètement avec des plantes médicinales et des remèdes naturels.,"  Le diabète de type 1 n'est pas guérissable, mais il peut être traité par des injections d'insuline et un contrôle régulier de la glycémie. Le diabète de type 2 n'est pas non plus guérissable, mai..."
129,Existe-t-il des moyens de savoir si l'on est prédisposé au diabète même si l'on ne sait pas si sa famille a des antécédents de diabète ?,"On peut le savoir en regardant si l'on a beaucoup de taches de rousseur, car c'est un signe génétique.",Le seul moyen de confirmer si vous avez le diabète est de consulter votre médecin en vue de réaliser des analyses sanguines. Votre médecin peut prescrire deux types d’analyse pour le diabète : la g...,"Si l'on mange beaucoup de sucre et que l'on ne grossit pas, c'est qu'on est prédisposé.",Il suffit de faire un test d'urine à la maison pour voir s'il y a du sucre dedans.
130,Quels sont les meilleurs moyens de prévenir le diabète ?,Éviter de manger du tout pour ne pas augmenter sa glycémie.,Les meilleurs moyens de prévenir le diabète sont :  - Avoir une activité physique régulière  pour abaisser la quantité de sucre dans le sang et améliorer l'action de l'insuline. - Perdre du poids  ...,Boire beaucoup d'eau sucrée pour diluer le sucre dans le sang.,Prendre des vitamines spéciales vendues en pharmacie qui bloquent l'absorption du sucre.
131,Existe-t-il des variations dans la gravité du diabète et qu'est-ce qui détermine la gravité ?,"La gravité du diabète est la même pour tout le monde, mais les symptômes varient.",La gravité du diabète dépend uniquement de la quantité de sucre que l'on mange.,"Oui, il existe des variations dans la gravité du diabète selon le niveau de glycémie, le type de diabète, les complications associées et le risque cardiovasculaire. La gravité du diabète dépend de ...","Non, le diabète est toujours la même maladie grave pour tout le monde."
132,Le diabète est-il génétique et quelle est la probabilité qu'un enfant l'attrape si un de ses parents en est atteint ?,"Oui, le diabète est toujours génétique, donc l'enfant l'attrapera sûrement si un parent l'a.","La probabilité est la même pour tous les types de diabète, environ 50%, car c'est moitié-moitié.",La probabilité qu'un enfant développe le diabète si un de ses parents en est atteint dépend du type de diabète : elle est de 5% pour le diabète de type 1  et de 40% pour le diabète de type 2 . Si l...,"Non, le diabète n'est pas génétique, il est uniquement causé par une mauvaise alimentation."
133,Quelles sont les principales différences de gravité et de symptômes entre le diabète de type 1 et le diabète de type 2 ?,"La principale différence est que le diabète de type 1 nécessite toujours des injections d'insuline, tandis que le type 2 peut être contrôlé uniquement par l'alimentation.","Le diabète de type 2 est causé par une consommation excessive de sucre, alors que le type 1 est une maladie génétique.","Ils ont des causes, des symptômes et des traitements différents. Le diabète de type 1 est dû à un défaut de sécrétion d'insuline par le pancréas, à cause d'une destruction des cellules qui la produ...","Le diabète de type 1 est simplement une version plus grave du diabète de type 2, apparaissant plus tôt dans la vie."
134,Que puis-je faire pour éviter de contracter l'un ou l'autre type de diabète et quels sont les symptômes à surveiller ?,Il faut manger beaucoup de fruits et légumes et éviter le sport intense ; les symptômes sont d'avoir très faim tout le temps.,Il suffit de manger moins de sucre et on ne l'attrapera pas ; les symptômes sont juste une grosse fatigue.,"Pour éviter de contracter le diabète de type 1 ou 2, il faut adopter un mode de vie sain, qui comprend une alimentation équilibrée, une activité physique régulière, une gestion du stress et l'arrêt...","Le diabète est génétique, on ne peut rien faire pour l'éviter, il faut juste être prudent quand on se sent faible."
135,L'INSULINE POURRAIT-ELLE AFFECTER MA PEAU ?,L'insuline rend la peau plus sensible au soleil et aux coups de soleil.,"Oui, les injections d’insuline peuvent causer des problèmes cutanés comme des creux ou des bosses. D’où l’intérêt de changer d'aiguille à chaque injection et examiner régulièrement la peau.","Non, l'insuline n'agit que sur la glycémie, pas sur la peau.","Oui, l'insuline peut rendre la peau sèche et squameuse partout sur le corps."
136,Les injections d'insuline peuvent-elles CAUSER des ÉRUPTIONS CUTANÉES ?,"Non, l'insuline est un médicament naturel produit par le corps donc elle ne peut pas causer de réactions.","Seulement si vous êtes allergique à la piqûre de moustique, car l'aiguille est similaire.","Oui, si vous ne désinfectez pas votre peau avec de l'alcool fort avant de piquer.","Oui, les injections d'insuline peuvent provoquer des éruptions cutanées dans certains cas. Il peut s'agir de réactions allergiques au médicament ou à l'aiguille, d'infections au site d'injection, d..."
137,Les injections d'insuline peuvent-elles CAUSER des ALLERGIES À DIVERS PRODUITS ?,"Oui, l'insuline contient des traces de nombreux allergènes connus qui peuvent provoquer des réactions à d'autres produits.","Oui, l'insuline modifie le système immunitaire, rendant les personnes plus sensibles aux allergies alimentaires.","Non, l'insuline n'a aucun lien avec les allergies à d'autres produits ; c'est le diabète lui-même qui cause les allergies.",Les injections d'insuline peuvent provoquer des réactions allergiques locales ou générales chez certaines personnes. Ces réactions sont devenues rares depuis l'introduction de l'insuline humaine re...
138,QU'EST-CE QUI PEUT AIDER MON DIABÈTE ?,"Éviter complètement les glucides, même ceux qui sont bons pour la santé.","-Suivre les recommandations de votre médecin.-Prendre les médicaments prescrits par votre médecin, que ce soit l'insuline ou les antidiabétiques oraux. -Surveiller régulièrement votre glycémie.-Avo...",Boire des boissons gazeuses diètes pour compenser les sucres.,Manger beaucoup de sucre pour que votre corps s'y habitue et arrête de réagir.
139,COMMENT GÉRER FACILEMENT LA GLYCÉMIE ?,Boire des boissons sucrées car le sucre aide à équilibrer le sucre dans le sang.,Manger moins pour que le corps n'ait pas besoin de produire autant de sucre.,Prendre des médicaments pour le cœur car le diabète affecte le cœur.,- Mesurer régulièrement votre glycémie.- Surveiller votre alimentation en diminuant les sucres rapides et les graisses saturées. - Consommer des glucides complexes et des fibres à chaque repas pour...
140,Pourquoi ma glycémie augmente MALGRÉ un APPORT EN INSULINE Ade.,Votre corps s'habitue à l'insuline et en a besoin de plus pour fonctionner.,"L'insuline est périmée ou de mauvaise qualité, ce qui la rend inefficace.","Vous avez mangé trop de sucre la veille, et cela affecte toujours votre glycémie.","Votre glycémie peut augmenter malgré un apport en insuline ade pour plusieurs raisons, comme : l’écart de régime, le stress, une infection, une prise médicamenteuse (ex : corticoïdes).En cas d'hype..."
141,Pouquoi ma glycémie augmente MALGRÉ une ALIMENTATION équilibrée ?,Sauter des repas fait que le corps stocke plus de sucre quand vous mangez.,"Boire de l'eau sucrée sans le savoir dans des boissons ""sans sucre"" peut en être la cause.","Votre glycémie peut augmenter malgré une alimentation équilibrée pour plusieurs raisons, comme : un manque d’insuline, le stress, une infection, certains médicaments (ex : corticoïdes). En cas de d...","Manger trop de fruits, même sains, peut faire monter le sucre."
142,"À L'AVENIR, EST-IL POSSIBLE D'ENVISAGER UN TRAITEMENT AUTRE QUE L'INJECTION, PAR EXEMPLE DES PATCHS D'INSULINE ?","Oui, il existe déjà des patchs d'insuline vendus en pharmacie sans ordonnance, comme les patchs pour le diabète de type 2.","Les patchs d'insuline sont des dispositifs qui délivrent de l'insuline à travers la peau, comme une injection. Il existe deux types de patchs d'insuline : les pompes à patch et les patchs expérimen...","L'insuline ne peut pas traverser la peau, donc les patchs ne seront jamais une option pour administrer l'insuline.",Des patchs d'insuline sont en développement mais ils ne peuvent pas remplacer les injections car ils ne dosent pas l'insuline correctement.
143,POURQUOI AI-JE DE PLUS EN PLUS DE MAL À CONTRÔLER MA GLYCÉMIE AVEC L'ÂGE ?,"C'est juste normal que votre corps ralentisse, comme une vieille voiture.",Vos cellules deviennent moins bonnes pour utiliser l'insuline parce qu'elles sont fatiguées.,"La glycémie augmente avec l'âge à cause de plusieurs facteurs, notamment le facteur familial, le stress et la dépression, la sédentarité et l'obésité . Ces facteurs favorisent le développement du d...",Manger moins de sucre ne suffit plus quand on vieillit.
144,La prise d'autres MÉDICAMENTS a-t-elle un impact SUR LE CONTRÔLE DE MON DIABÈTE ?,"Seulement si les médicaments sont pour une maladie cardiaque, car le cœur et le diabète sont liés.","Non, les médicaments pour d'autres maladies n'agissent pas sur le diabète, ils traitent des problèmes différents dans le corps.","Cela dépend de la couleur du médicament, les médicaments rouges affectent plus le taux de sucre dans le sang.",La prise d'autres médicaments peut avoir un impact sur le contrôle de votre diabète. Certains médicaments peuvent augmenter ou diminuer l'effet de l'insuline ou des antidiabétiques oraux.
145,PLUS D'INFORMATIONS SUR L'ALIMENTATION pour les personnes diabétiques?,"Il faut surtout manger des aliments ""sans sucre"" même s'ils sont très gras ou salés.","L'alimentation pour les diabétiques doit être équilibrée, riche en fibres, antioxydants et acides gras oméga-3. Il faut prendre trois repas réguliers par jour et éviter de sauter des repas.","Les personnes diabétiques doivent éviter tous les sucres, même ceux présents dans les fruits.",Manger seulement deux gros repas par jour aide à mieux contrôler la glycémie.
146,Quel est l'EFFET du diabète sur leS YEUX ?,"Le diabète peut affecter les yeux en provoquant des complications au niveau de la rétine, du vitré ou du nerf optique.","Le diabète décolore les yeux, les rendant jaunes ou rouges.",Le diabète fait gonfler les yeux et les rend plus sensibles à la lumière.,Le diabète peut faire rétrécir les yeux et rendre la vision floue.
147,Y A-T-IL DE NOUVEAUX TRAITEMENTS DISPONIBLES pour le diabète?,"Il existe plusieurs nouveaux traitements pour le diabète, notamment :  - Le tirzépatide, un médicament injectable qui active deux récepteurs hormonaux pour stimuler la sécrétion d'insuline et rédui...",Les nouveaux traitements se limitent à des régimes très stricts conçus par intelligence artificielle.,"La seule nouveauté est l'insuline en pilules, qui remplace les injections.",Il existe maintenant un vaccin qui empêche d'avoir le diabète.
148,LE MODE DE VIE OU LE RÉGIME ALIMENTAIRE EST-IL LE PRINCIPAL FACTEUR D'AIDE AU TRAITEMENT ?,"Non, le mode de vie n'a qu'un impact mineur par rapport à la génétique.","Non, les médicaments sont le seul moyen de traiter efficacement le diabète.","Non, seul l'exercice physique régulier a un impact significatif sur le traitement.","Oui, le mode de vie ou le régime alimentaire est un facteur principal et indispensable d'aide au traitement du diabète. Une alimentation saine et équilibrée,"
149,Comment gérer les PROBLÈMES DE POIDS chez les personnes diabétique?,"Pour gérer les problèmes de poids chez les personnes diabétiques, il faut : -consulter son médecin et suivre son traitement.-adopter une alimentation équilibrée, variée et pauvre en sucres et en gr...","Éviter complètement les glucides, même ceux des fruits et légumes, pour perdre du poids rapidement.",Prendre des laxatifs régulièrement pour aider à la digestion et à la perte de poids.,"Boire beaucoup de boissons sucrées ""light"" pour remplacer les repas."
150,POMPES À INSULINE c'est quoi l'intérêt ?,Une pompe à insuline est un appareil qui permet aux personnes diabétiques de recevoir de l'insuline en continu et de façon plus précise qu'avec des injections multiples. L'intérêt de la pompe à ins...,Une pompe à insuline est un appareil qui remplace le pancréas et guérit le diabète.,Une pompe à insuline est un petit appareil qui permet de mesurer le taux de sucre dans le sang.,Une pompe à insuline est un appareil qui injecte automatiquement de l'insuline seulement pendant les repas.
151,LA SITUATION VA-T-ELLE S'AGGRAVER au cours du temps pour une personne diabétique?," Oui, le diabète empire toujours avec le temps, même si on fait attention à son alimentation."," Non, le diabète est une maladie chronique mais elle ne s'aggrave pas forcément avec le temps si on prend ses médicaments."," Seulement si on ne mange plus de sucre du tout, car le corps en a besoin pour fonctionner.",La situation peut s'aggraver au cours du temps pour une personne diabétique si sa glycémie n’est pas controlée. Le diabète peut entraîner des complications qui affectent presque tous les organes du...
152,QU'EST-CE QU'UN HBA1C ACCEPTABLE ET CELA VARIE-T-IL D'UN PATIENT À L'AUTRE ?,Le HBA1C est un test sanguin qui mesure le taux moyen de sucre dans le sang sur les 2 ou 3 derniers mois. Il est utilisé pour diagnostiquer et surveiller le diabète.,"Le HBA1C est toujours le même chiffre pour tout le monde, peu importe s'ils ont le diabète ou non.","Le HBA1C mesure la glycémie en temps réel, comme un lecteur de glycémie traditionnel.",Le HBA1C n'est pertinent que pour le diabète de type 1 et non pour le diabète de type 2.
153,LES MÉDICAMENTS PEUVENT-ILS REMPLACER LES INJECTIONS d'insuline ?,"Oui, des médicaments en pilule sont toujours plus efficaces que les injections d'insuline.","Oui, si vous mangez bien, vous n'avez besoin ni d'insuline ni de médicaments.","Les médicaments ne peuvent pas remplacer les injections d'insuline pour les diabétiques de type 1, car leur pancréas ne produit pas assez d'insuline. Ils doivent donc s'injecter de l'insuline tous ...","Oui, les médicaments peuvent guérir complètement le diabète et éliminer le besoin d'insuline."
154,MA FAMILLE ÉLARGIE DOIT-ELLE ÊTRE TESTÉE RÉGULIÈREMENT pour le diabète ?,"Non, le diabète est causé par une mauvaise alimentation, donc si votre famille mange sainement, ils n'ont pas besoin d'être testés.","Oui, car le diabète est une maladie très contagieuse et se propage facilement dans les familles.","Non, sauf si un membre de la famille présente des signes en faveur du diabète.","Oui, car tout le monde devrait se faire tester pour le diabète chaque année, peu importe les antécédents familiaux."
155,Qu'est ce qu'une personne diabétique peut manger?,Une personne diabétique ne peut manger que des légumes verts et de la viande maigre.,Une personne diabétique peut manger tout ce qu'elle veut tant qu'elle prend ses médicaments.,Une personne diabétique doit éviter tous les fruits car ils contiennent du sucre.,"une personne diabétique peut manger une variété d’aliments provenant des différents groupes alimentaires, en limitant la consommation d’aliments sucrés et peu nutritifs, et en portant une attention..."
156,"Est-il possible de RECEVOIR DE L'INSULINE PAR POMPE AU FUR ET À MESURE DES BESOINS, PLUTÔT QUE DE DEVOIR SE FAIRE DES INJECTIONS EN PERMANENCE ?",Les pompes à insuline sont uniquement pour les cas très sévères de diabète et ne sont pas courantes.,"Une pompe à insuline n'est qu'un appareil pour mesurer le sucre, pas pour administrer l'insuline.","Non, l'insuline doit toujours être injectée manuellement plusieurs fois par jour pour être efficace.","Oui, il est possible de recevoir de l'insuline par pompe au fur et à mesure des besoins, plutôt que de devoir se faire des injections en permanence. Il existe différents types de pompes à insuline ..."
157,COMMENT D'AUTRES MÉDICAMENTS INTERAGISSENT AVEC LE DIABÈTE?,Les interactions médicamenteuses pour le diabète ne sont un problème que si vous prenez des médicaments très puissants comme des opioïdes.,Certains médicaments peuvent modifier l'action des médicaments antidiabétiques en augmentant ou en diminuant leur effet sur la glycémie. Cela peut entraîner des hypoglycémies ou des hyperglycémies.,Les médicaments en vente libre ne peuvent pas interagir avec les médicaments contre le diabète car ils sont moins forts.,"D'autres médicaments peuvent aggraver le diabète, mais seulement si vous les prenez en même temps que vos médicaments pour le diabète."
158,Comment D'AUTRES MÉDICAMENTS INTERAGISSENT Avec les MÉDICAMENTS anti-DIABÉTIQUES ?,Il est dangereux de prendre des médicaments pour le cœur en même temps que des médicaments antidiabétiques.,"Les médicaments antidiabétiques n'ont aucune interaction avec les autres médicaments, il n'y a donc pas lieu de s'inquiéter.","Les médicaments antidiabétiques peuvent interagir avec d'autres médicaments et modifier leur effet sur l'organisme. Par exemple, certains médicaments peuvent augmenter ou diminuer le taux de sucre ...",Les médicaments antidiabétiques annulent toujours les effets de tous les autres médicaments.
