id,Question,A,B,C,D
128,"Le diabète est-il guérissable ? En d'autres termes, peut-on se débarrasser complètement du diabète sans qu'il n'y ait d'effets persistant s ? Ou s'agit-il d'une maladie avec laquelle il faut vivre ?","Le diabète n'est généralement pas guérissable, mais il peut être contrôlé efficacement par traitement et mode de vie.","Oui, il suffit de manger moins de sucre et le diabète disparaît.",Le diabète se soigne complètement avec des plantes médicinales et des remèdes naturels.,"Le diabète n'est pas une vraie maladie, c'est juste un problème de glycémie qui se règle facilement."
129,Existe-t-il des moyens de savoir si l'on est prédisposé au diabète même si l'on ne sait pas si sa famille a des antécédents de diabète ?,"Consultez votre médecin pour des analyses sanguines (glycémie à jeun, HbA1c) pour confirmer le diabète. Les symptômes et facteurs de risque (âge, surpoids) peuvent alerter.","On peut le savoir en regardant si l'on a beaucoup de taches de rousseur, car c'est un signe génétique.",Il suffit de faire un test d'urine à la maison pour voir s'il y a du sucre dedans.,"Si l'on mange beaucoup de sucre et que l'on ne grossit pas, c'est qu'on est prédisposé."
130,Quels sont les meilleurs moyens de prévenir le diabète ?,"Prévenez le diabète par activité physique, perte de poids, alimentation équilibrée (faible IG, fruits/légumes, poisson), arrêt du tabac et contrôle régulier de la glycémie.",Boire beaucoup d'eau sucrée pour diluer le sucre dans le sang.,Éviter de manger du tout pour ne pas augmenter sa glycémie.,Prendre des vitamines spéciales vendues en pharmacie qui bloquent l'absorption du sucre.
131,Existe-t-il des variations dans la gravité du diabète et qu'est-ce qui détermine la gravité ?,"La gravité du diabète varie selon le type, la glycémie, les complications et les facteurs individuels comme l'âge et le mode de vie.","Non, le diabète est toujours la même maladie grave pour tout le monde.",La gravité du diabète dépend uniquement de la quantité de sucre que l'on mange.,"La gravité du diabète est la même pour tout le monde, mais les symptômes varient."
132,Le diabète est-il génétique et quelle est la probabilité qu'un enfant l'attrape si un de ses parents en est atteint ?,Le diabète est génétique. Le risque pour l'enfant est de 5% pour le type 1 et jusqu'à 70% pour le type 2 si les deux parents sont atteints.,"Oui, le diabète est toujours génétique, donc l'enfant l'attrapera sûrement si un parent l'a.","Non, le diabète n'est pas génétique, il est uniquement causé par une mauvaise alimentation.","La probabilité est la même pour tous les types de diabète, environ 50%, car c'est moitié-moitié."
133,Quelles sont les principales différences de gravité et de symptômes entre le diabète de type 1 et le diabète de type 2 ?,"Type 1: auto-immune, jeunes, symptômes brutaux, insuline. Type 2: résistance, âgés/surpoids, asymptomatique/complications, hygiène/médicaments.","Le diabète de type 1 est simplement une version plus grave du diabète de type 2, apparaissant plus tôt dans la vie.","La principale différence est que le diabète de type 1 nécessite toujours des injections d'insuline, tandis que le type 2 peut être contrôlé uniquement par l'alimentation.","Le diabète de type 2 est causé par une consommation excessive de sucre, alors que le type 1 est une maladie génétique."
134,Que puis-je faire pour éviter de contracter l'un ou l'autre type de diabète et quels sont les symptômes à surveiller ?,"Mode de vie sain (alimentation, exercice, stress, tabac) et contrôle du poids/glycémie préviennent le diabète. Symptômes : soif, mictions fréquentes, fatigue, perte de poids, infections, vision flo...",Il suffit de manger moins de sucre et on ne l'attrapera pas ; les symptômes sont juste une grosse fatigue.,"Le diabète est génétique, on ne peut rien faire pour l'éviter, il faut juste être prudent quand on se sent faible.",Il faut manger beaucoup de fruits et légumes et éviter le sport intense ; les symptômes sont d'avoir très faim tout le temps.
135,L'INSULINE POURRAIT-ELLE AFFECTER MA PEAU ?,"Oui, l'insuline peut affecter la peau (creux/bosses). Changez d'aiguille et examinez votre peau régulièrement.","Non, l'insuline n'agit que sur la glycémie, pas sur la peau.","Oui, l'insuline peut rendre la peau sèche et squameuse partout sur le corps.",L'insuline rend la peau plus sensible au soleil et aux coups de soleil.
136,Les injections d'insuline peuvent-elles CAUSER des ÉRUPTIONS CUTANÉES ?,"Oui, les injections d'insuline peuvent causer des éruptions cutanées (allergie, infection, etc.). Changez de site et consultez si persistant.","Non, l'insuline est un médicament naturel produit par le corps donc elle ne peut pas causer de réactions.","Seulement si vous êtes allergique à la piqûre de moustique, car l'aiguille est similaire.","Oui, si vous ne désinfectez pas votre peau avec de l'alcool fort avant de piquer."
137,Les injections d'insuline peuvent-elles CAUSER des ALLERGIES À DIVERS PRODUITS ?,"L'insuline peut causer des allergies locales/générales, mais pas directement aux autres produits.","Oui, l'insuline modifie le système immunitaire, rendant les personnes plus sensibles aux allergies alimentaires.","Oui, l'insuline contient des traces de nombreux allergènes connus qui peuvent provoquer des réactions à d'autres produits.","Non, l'insuline n'a aucun lien avec les allergies à d'autres produits ; c'est le diabète lui-même qui cause les allergies."
138,QU'EST-CE QUI PEUT AIDER MON DIABÈTE ?,"Suivez les conseils de votre médecin, prenez vos médicaments, surveillez votre glycémie, mangez sainement et faites de l'exercice.",Manger beaucoup de sucre pour que votre corps s'y habitue et arrête de réagir.,"Éviter complètement les glucides, même ceux qui sont bons pour la santé.",Boire des boissons gazeuses diètes pour compenser les sucres.
139,COMMENT GÉRER FACILEMENT LA GLYCÉMIE ?,"Gérez votre glycémie en mesurant, mangeant équilibré (moins de sucres/graisses, plus de fibres/glucides complexes), buvant de l'eau et faisant de l'exercice.",Manger moins pour que le corps n'ait pas besoin de produire autant de sucre.,Boire des boissons sucrées car le sucre aide à équilibrer le sucre dans le sang.,Prendre des médicaments pour le cœur car le diabète affecte le cœur.
140,Pourquoi ma glycémie augmente MALGRÉ un APPORT EN INSULINE Ade.,"Votre glycémie peut augmenter malgré l'insuline à cause du régime, stress, infection, ou médicaments. Consultez un médecin si l'hyperglycémie persiste.","L'insuline est périmée ou de mauvaise qualité, ce qui la rend inefficace.",Votre corps s'habitue à l'insuline et en a besoin de plus pour fonctionner.,"Vous avez mangé trop de sucre la veille, et cela affecte toujours votre glycémie."
141,Pouquoi ma glycémie augmente MALGRÉ une ALIMENTATION équilibrée ?,"Votre glycémie peut augmenter malgré une alimentation équilibrée à cause d'un manque d'insuline, stress, infection ou certains médicaments. Consultez votre médecin.","Manger trop de fruits, même sains, peut faire monter le sucre.",Sauter des repas fait que le corps stocke plus de sucre quand vous mangez.,"Boire de l'eau sucrée sans le savoir dans des boissons ""sans sucre"" peut en être la cause."
142,"À L'AVENIR, EST-IL POSSIBLE D'ENVISAGER UN TRAITEMENT AUTRE QUE L'INJECTION, PAR EXEMPLE DES PATCHS D'INSULINE ?","Oui, les patchs d'insuline existent (pompes à patch approuvées) et des patchs sans aiguille sont en recherche, mais pas encore disponibles.","Oui, il existe déjà des patchs d'insuline vendus en pharmacie sans ordonnance, comme les patchs pour le diabète de type 2.",Des patchs d'insuline sont en développement mais ils ne peuvent pas remplacer les injections car ils ne dosent pas l'insuline correctement.,"L'insuline ne peut pas traverser la peau, donc les patchs ne seront jamais une option pour administrer l'insuline."
143,POURQUOI AI-JE DE PLUS EN PLUS DE MAL À CONTRÔLER MA GLYCÉMIE AVEC L'ÂGE ?,"Votre glycémie peut augmenter avec l'âge à cause de facteurs comme l'hérédité, le stress, la sédentarité et l'obésité, favorisant le diabète de type 2.","C'est juste normal que votre corps ralentisse, comme une vieille voiture.",Vos cellules deviennent moins bonnes pour utiliser l'insuline parce qu'elles sont fatiguées.,Manger moins de sucre ne suffit plus quand on vieillit.
144,La prise d'autres MÉDICAMENTS a-t-elle un impact SUR LE CONTRÔLE DE MON DIABÈTE ?,"Oui, d'autres médicaments peuvent affecter votre glycémie. Consultez toujours votre médecin avant de prendre un nouveau médicament.","Non, les médicaments pour d'autres maladies n'agissent pas sur le diabète, ils traitent des problèmes différents dans le corps.","Seulement si les médicaments sont pour une maladie cardiaque, car le cœur et le diabète sont liés.","Cela dépend de la couleur du médicament, les médicaments rouges affectent plus le taux de sucre dans le sang."
145,PLUS D'INFORMATIONS SUR L'ALIMENTATION pour les personnes diabétiques?,"Une alimentation équilibrée, riche en fibres, antioxydants et oméga-3, avec 3 repas réguliers, est clé pour les diabétiques. Privilégiez légumes, grains entiers, légumineuses, noix, poissons gras e...","Les personnes diabétiques doivent éviter tous les sucres, même ceux présents dans les fruits.",Manger seulement deux gros repas par jour aide à mieux contrôler la glycémie.,"Il faut surtout manger des aliments ""sans sucre"" même s'ils sont très gras ou salés."
146,Quel est l'EFFET du diabète sur leS YEUX ?,"Le diabète peut endommager la rétine, le vitré ou le nerf optique, affectant ainsi la vision.","Le diabète décolore les yeux, les rendant jaunes ou rouges.",Le diabète fait gonfler les yeux et les rend plus sensibles à la lumière.,Le diabète peut faire rétrécir les yeux et rendre la vision floue.
147,Y A-T-IL DE NOUVEAUX TRAITEMENTS DISPONIBLES pour le diabète?,"Oui, de nouveaux traitements incluent tirzépatide, chirurgie bariatrique, pancréas artificiel, capteur Eversense et inhibiteurs SGLT2.","La seule nouveauté est l'insuline en pilules, qui remplace les injections.",Les nouveaux traitements se limitent à des régimes très stricts conçus par intelligence artificielle.,Il existe maintenant un vaccin qui empêche d'avoir le diabète.
148,LE MODE DE VIE OU LE RÉGIME ALIMENTAIRE EST-IL LE PRINCIPAL FACTEUR D'AIDE AU TRAITEMENT ?,"Oui, le mode de vie et l'alimentation sont essentiels pour traiter le diabète.","Non, les médicaments sont le seul moyen de traiter efficacement le diabète.","Non, seul l'exercice physique régulier a un impact significatif sur le traitement.","Non, le mode de vie n'a qu'un impact mineur par rapport à la génétique."
149,Comment gérer les PROBLÈMES DE POIDS chez les personnes diabétique?,"Gérez votre poids en consultant votre médecin, mangeant équilibré (peu de sucres/graisses) et faisant de l'exercice régulier.","Boire beaucoup de boissons sucrées ""light"" pour remplacer les repas.","Éviter complètement les glucides, même ceux des fruits et légumes, pour perdre du poids rapidement.",Prendre des laxatifs régulièrement pour aider à la digestion et à la perte de poids.
150,POMPES À INSULINE c'est quoi l'intérêt ?,"Une pompe à insuline délivre l'insuline en continu, améliorant le contrôle de la glycémie et la qualité de vie, surtout si les injections multiples sont insuffisantes.",Une pompe à insuline est un appareil qui remplace le pancréas et guérit le diabète.,Une pompe à insuline est un petit appareil qui permet de mesurer le taux de sucre dans le sang.,Une pompe à insuline est un appareil qui injecte automatiquement de l'insuline seulement pendant les repas.
151,LA SITUATION VA-T-ELLE S'AGGRAVER au cours du temps pour une personne diabétique?,"Oui, le diabète peut s'aggraver et causer des complications si la glycémie n'est pas contrôlée."," Non, le diabète est une maladie chronique mais elle ne s'aggrave pas forcément avec le temps si on prend ses médicaments."," Oui, le diabète empire toujours avec le temps, même si on fait attention à son alimentation."," Seulement si on ne mange plus de sucre du tout, car le corps en a besoin pour fonctionner."
152,QU'EST-CE QU'UN HBA1C ACCEPTABLE ET CELA VARIE-T-IL D'UN PATIENT À L'AUTRE ?,"Un HBA1C acceptable varie, mais vise généralement <7% (53 mmol/mol) pour les diabétiques et <6% (42 mmol/mol) pour ceux à risque.","Le HBA1C est toujours le même chiffre pour tout le monde, peu importe s'ils ont le diabète ou non.","Le HBA1C mesure la glycémie en temps réel, comme un lecteur de glycémie traditionnel.",Le HBA1C n'est pertinent que pour le diabète de type 1 et non pour le diabète de type 2.
153,LES MÉDICAMENTS PEUVENT-ILS REMPLACER LES INJECTIONS d'insuline ?,"Non, les médicaments ne remplacent pas l'insuline pour le diabète de type 1. Le type 2 peut utiliser des médicaments oraux.","Oui, des médicaments en pilule sont toujours plus efficaces que les injections d'insuline.","Oui, si vous mangez bien, vous n'avez besoin ni d'insuline ni de médicaments.","Oui, les médicaments peuvent guérir complètement le diabète et éliminer le besoin d'insuline."
154,MA FAMILLE ÉLARGIE DOIT-ELLE ÊTRE TESTÉE RÉGULIÈREMENT pour le diabète ?,"Non, sauf si un membre de la famille présente des signes de diabète.","Oui, car le diabète est une maladie très contagieuse et se propage facilement dans les familles.","Oui, car tout le monde devrait se faire tester pour le diabète chaque année, peu importe les antécédents familiaux.","Non, le diabète est causé par une mauvaise alimentation, donc si votre famille mange sainement, ils n'ont pas besoin d'être testés."
155,Qu'est ce qu'une personne diabétique peut manger?,"Mangez varié, limitez le sucre, surveillez les portions et glucides.",Une personne diabétique ne peut manger que des légumes verts et de la viande maigre.,Une personne diabétique doit éviter tous les fruits car ils contiennent du sucre.,Une personne diabétique peut manger tout ce qu'elle veut tant qu'elle prend ses médicaments.
156,"Est-il possible de RECEVOIR DE L'INSULINE PAR POMPE AU FUR ET À MESURE DES BESOINS, PLUTÔT QUE DE DEVOIR SE FAIRE DES INJECTIONS EN PERMANENCE ?","Oui, une pompe à insuline peut délivrer l'insuline en continu et selon les besoins, offrant un meilleur contrôle et une plus grande liberté.","Non, l'insuline doit toujours être injectée manuellement plusieurs fois par jour pour être efficace.","Une pompe à insuline n'est qu'un appareil pour mesurer le sucre, pas pour administrer l'insuline.",Les pompes à insuline sont uniquement pour les cas très sévères de diabète et ne sont pas courantes.
157,COMMENT D'AUTRES MÉDICAMENTS INTERAGISSENT AVEC LE DIABÈTE?,Certains médicaments peuvent affecter votre glycémie en interagissant avec vos traitements du diabète. Informez votre médecin de tous vos médicaments.,"D'autres médicaments peuvent aggraver le diabète, mais seulement si vous les prenez en même temps que vos médicaments pour le diabète.",Les interactions médicamenteuses pour le diabète ne sont un problème que si vous prenez des médicaments très puissants comme des opioïdes.,Les médicaments en vente libre ne peuvent pas interagir avec les médicaments contre le diabète car ils sont moins forts.
158,Comment D'AUTRES MÉDICAMENTS INTERAGISSENT Avec les MÉDICAMENTS anti-DIABÉTIQUES ?,"Other medications can affect blood sugar levels when taken with diabetes drugs, potentially causing highs or lows. Always consult your doctor or pharmacist.",Les médicaments antidiabétiques annulent toujours les effets de tous les autres médicaments.,Il est dangereux de prendre des médicaments pour le cœur en même temps que des médicaments antidiabétiques.,"Les médicaments antidiabétiques n'ont aucune interaction avec les autres médicaments, il n'y a donc pas lieu de s'inquiéter."
